"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"US National","Season onset","Point","week",NA,NA,47
"US National","Season onset","Bin","week","40","41",0
"US National","Season onset","Bin","week","41","42",0
"US National","Season onset","Bin","week","42","43",0
"US National","Season onset","Bin","week","43","44",0
"US National","Season onset","Bin","week","44","45",0
"US National","Season onset","Bin","week","45","46",0
"US National","Season onset","Bin","week","46","47",0
"US National","Season onset","Bin","week","47","48",1
"US National","Season onset","Bin","week","48","49",0
"US National","Season onset","Bin","week","49","50",0
"US National","Season onset","Bin","week","50","51",0
"US National","Season onset","Bin","week","51","52",0
"US National","Season onset","Bin","week","52","53",0
"US National","Season onset","Bin","week","53","54",0
"US National","Season onset","Bin","week","1","2",0
"US National","Season onset","Bin","week","2","3",0
"US National","Season onset","Bin","week","3","4",0
"US National","Season onset","Bin","week","4","5",0
"US National","Season onset","Bin","week","5","6",0
"US National","Season onset","Bin","week","6","7",0
"US National","Season onset","Bin","week","7","8",0
"US National","Season onset","Bin","week","8","9",0
"US National","Season onset","Bin","week","9","10",0
"US National","Season onset","Bin","week","10","11",0
"US National","Season onset","Bin","week","11","12",0
"US National","Season onset","Bin","week","12","13",0
"US National","Season onset","Bin","week","13","14",0
"US National","Season onset","Bin","week","14","15",0
"US National","Season onset","Bin","week","15","16",0
"US National","Season onset","Bin","week","16","17",0
"US National","Season onset","Bin","week","17","18",0
"US National","Season onset","Bin","week","18","19",0
"US National","Season onset","Bin","week","19","20",0
"US National","Season onset","Bin","week","20","21",0
"US National","Season onset","Bin","week","none","none",0
"US National","Season peak week","Point","week",NA,NA,52
"US National","Season peak week","Bin","week","40","41",0
"US National","Season peak week","Bin","week","41","42",0
"US National","Season peak week","Bin","week","42","43",0
"US National","Season peak week","Bin","week","43","44",0
"US National","Season peak week","Bin","week","44","45",0
"US National","Season peak week","Bin","week","45","46",0
"US National","Season peak week","Bin","week","46","47",0
"US National","Season peak week","Bin","week","47","48",0
"US National","Season peak week","Bin","week","48","49",0
"US National","Season peak week","Bin","week","49","50",0
"US National","Season peak week","Bin","week","50","51",0
"US National","Season peak week","Bin","week","51","52",0
"US National","Season peak week","Bin","week","52","53",0.864494163424124
"US National","Season peak week","Bin","week","53","54",0
"US National","Season peak week","Bin","week","1","2",0
"US National","Season peak week","Bin","week","2","3",0
"US National","Season peak week","Bin","week","3","4",0
"US National","Season peak week","Bin","week","4","5",0.0123540856031128
"US National","Season peak week","Bin","week","5","6",0.0179961089494163
"US National","Season peak week","Bin","week","6","7",0.0174124513618677
"US National","Season peak week","Bin","week","7","8",0.0209143968871595
"US National","Season peak week","Bin","week","8","9",0.010408560311284
"US National","Season peak week","Bin","week","9","10",0.0169260700389105
"US National","Season peak week","Bin","week","10","11",0.0151750972762646
"US National","Season peak week","Bin","week","11","12",0.0080739299610895
"US National","Season peak week","Bin","week","12","13",0.00486381322957199
"US National","Season peak week","Bin","week","13","14",0.00476653696498055
"US National","Season peak week","Bin","week","14","15",0.00272373540856031
"US National","Season peak week","Bin","week","15","16",0.000778210116731518
"US National","Season peak week","Bin","week","16","17",0.000486381322957199
"US National","Season peak week","Bin","week","17","18",0.000583657587548638
"US National","Season peak week","Bin","week","18","19",0.000680933852140078
"US National","Season peak week","Bin","week","19","20",0.000875486381322958
"US National","Season peak week","Bin","week","20","21",0.000486381322957199
"US National","Season peak percentage","Point","percent",NA,NA,6
"US National","Season peak percentage","Bin","percent","0","0.1",0
"US National","Season peak percentage","Bin","percent","0.1","0.2",0
"US National","Season peak percentage","Bin","percent","0.2","0.3",0
"US National","Season peak percentage","Bin","percent","0.3","0.4",0
"US National","Season peak percentage","Bin","percent","0.4","0.5",0
"US National","Season peak percentage","Bin","percent","0.5","0.6",0
"US National","Season peak percentage","Bin","percent","0.6","0.7",0
"US National","Season peak percentage","Bin","percent","0.7","0.8",0
"US National","Season peak percentage","Bin","percent","0.8","0.9",0
"US National","Season peak percentage","Bin","percent","0.9","1",0
"US National","Season peak percentage","Bin","percent","1","1.1",0
"US National","Season peak percentage","Bin","percent","1.1","1.2",0
"US National","Season peak percentage","Bin","percent","1.2","1.3",0
"US National","Season peak percentage","Bin","percent","1.3","1.4",0
"US National","Season peak percentage","Bin","percent","1.4","1.5",0
"US National","Season peak percentage","Bin","percent","1.5","1.6",0
"US National","Season peak percentage","Bin","percent","1.6","1.7",0
"US National","Season peak percentage","Bin","percent","1.7","1.8",0
"US National","Season peak percentage","Bin","percent","1.8","1.9",0
"US National","Season peak percentage","Bin","percent","1.9","2",0
"US National","Season peak percentage","Bin","percent","2","2.1",0
"US National","Season peak percentage","Bin","percent","2.1","2.2",0
"US National","Season peak percentage","Bin","percent","2.2","2.3",0
"US National","Season peak percentage","Bin","percent","2.3","2.4",0
"US National","Season peak percentage","Bin","percent","2.4","2.5",0
"US National","Season peak percentage","Bin","percent","2.5","2.6",0
"US National","Season peak percentage","Bin","percent","2.6","2.7",0
"US National","Season peak percentage","Bin","percent","2.7","2.8",0
"US National","Season peak percentage","Bin","percent","2.8","2.9",0
"US National","Season peak percentage","Bin","percent","2.9","3",0
"US National","Season peak percentage","Bin","percent","3","3.1",0
"US National","Season peak percentage","Bin","percent","3.1","3.2",0
"US National","Season peak percentage","Bin","percent","3.2","3.3",0
"US National","Season peak percentage","Bin","percent","3.3","3.4",0
"US National","Season peak percentage","Bin","percent","3.4","3.5",0
"US National","Season peak percentage","Bin","percent","3.5","3.6",0
"US National","Season peak percentage","Bin","percent","3.6","3.7",0
"US National","Season peak percentage","Bin","percent","3.7","3.8",0
"US National","Season peak percentage","Bin","percent","3.8","3.9",0
"US National","Season peak percentage","Bin","percent","3.9","4",0
"US National","Season peak percentage","Bin","percent","4","4.1",0
"US National","Season peak percentage","Bin","percent","4.1","4.2",0
"US National","Season peak percentage","Bin","percent","4.2","4.3",0
"US National","Season peak percentage","Bin","percent","4.3","4.4",0
"US National","Season peak percentage","Bin","percent","4.4","4.5",0
"US National","Season peak percentage","Bin","percent","4.5","4.6",0
"US National","Season peak percentage","Bin","percent","4.6","4.7",0
"US National","Season peak percentage","Bin","percent","4.7","4.8",0
"US National","Season peak percentage","Bin","percent","4.8","4.9",0
"US National","Season peak percentage","Bin","percent","4.9","5",0
"US National","Season peak percentage","Bin","percent","5","5.1",0
"US National","Season peak percentage","Bin","percent","5.1","5.2",0
"US National","Season peak percentage","Bin","percent","5.2","5.3",0
"US National","Season peak percentage","Bin","percent","5.3","5.4",0
"US National","Season peak percentage","Bin","percent","5.4","5.5",0
"US National","Season peak percentage","Bin","percent","5.5","5.6",0
"US National","Season peak percentage","Bin","percent","5.6","5.7",0
"US National","Season peak percentage","Bin","percent","5.7","5.8",0
"US National","Season peak percentage","Bin","percent","5.8","5.9",0
"US National","Season peak percentage","Bin","percent","5.9","6",0
"US National","Season peak percentage","Bin","percent","6","6.1",0.8890556222489
"US National","Season peak percentage","Bin","percent","6.1","6.2",0.00630252100840337
"US National","Season peak percentage","Bin","percent","6.2","6.3",0.00440176070428172
"US National","Season peak percentage","Bin","percent","6.3","6.4",0.00670268107242898
"US National","Season peak percentage","Bin","percent","6.4","6.5",0.00480192076830733
"US National","Season peak percentage","Bin","percent","6.5","6.6",0.0038015206082433
"US National","Season peak percentage","Bin","percent","6.6","6.7",0.0040016006402561
"US National","Season peak percentage","Bin","percent","6.7","6.8",0.0036014405762305
"US National","Season peak percentage","Bin","percent","6.8","6.9",0.00340136054421769
"US National","Season peak percentage","Bin","percent","6.9","7",0.00300120048019208
"US National","Season peak percentage","Bin","percent","7","7.1",0.00260104041616647
"US National","Season peak percentage","Bin","percent","7.1","7.2",0.00310124049619848
"US National","Season peak percentage","Bin","percent","7.2","7.3",0.00350140056022409
"US National","Season peak percentage","Bin","percent","7.3","7.4",0.00210084033613445
"US National","Season peak percentage","Bin","percent","7.4","7.5",0.00220088035214086
"US National","Season peak percentage","Bin","percent","7.5","7.6",0.00260104041616647
"US National","Season peak percentage","Bin","percent","7.6","7.7",0.00220088035214086
"US National","Season peak percentage","Bin","percent","7.7","7.8",0.00180072028811525
"US National","Season peak percentage","Bin","percent","7.8","7.9",0.00150060024009604
"US National","Season peak percentage","Bin","percent","7.9","8",0.00160064025610244
"US National","Season peak percentage","Bin","percent","8","8.1",0.00220088035214086
"US National","Season peak percentage","Bin","percent","8.1","8.2",0.00170068027210885
"US National","Season peak percentage","Bin","percent","8.2","8.3",0.00150060024009604
"US National","Season peak percentage","Bin","percent","8.3","8.4",0.00170068027210885
"US National","Season peak percentage","Bin","percent","8.4","8.5",0.000600240096038416
"US National","Season peak percentage","Bin","percent","8.5","8.6",0.00100040016006403
"US National","Season peak percentage","Bin","percent","8.6","8.7",0.00150060024009604
"US National","Season peak percentage","Bin","percent","8.7","8.8",0.000600240096038416
"US National","Season peak percentage","Bin","percent","8.8","8.9",0.00150060024009604
"US National","Season peak percentage","Bin","percent","8.9","9",0.000800320128051221
"US National","Season peak percentage","Bin","percent","9","9.1",0.000400160064025611
"US National","Season peak percentage","Bin","percent","9.1","9.2",0.000300120048019208
"US National","Season peak percentage","Bin","percent","9.2","9.3",0.00110044017607043
"US National","Season peak percentage","Bin","percent","9.3","9.4",0.000700280112044819
"US National","Season peak percentage","Bin","percent","9.4","9.5",0.000800320128051221
"US National","Season peak percentage","Bin","percent","9.5","9.6",0.000800320128051221
"US National","Season peak percentage","Bin","percent","9.6","9.7",0.000900360144057624
"US National","Season peak percentage","Bin","percent","9.7","9.8",0.000600240096038416
"US National","Season peak percentage","Bin","percent","9.8","9.9",0.000500200080032013
"US National","Season peak percentage","Bin","percent","9.9","10",0.000600240096038416
"US National","Season peak percentage","Bin","percent","10","10.1",0.000600240096038416
"US National","Season peak percentage","Bin","percent","10.1","10.2",0.00130052020808323
"US National","Season peak percentage","Bin","percent","10.2","10.3",0.000600240096038416
"US National","Season peak percentage","Bin","percent","10.3","10.4",0.00120048019207683
"US National","Season peak percentage","Bin","percent","10.4","10.5",0.00110044017607043
"US National","Season peak percentage","Bin","percent","10.5","10.6",0.000500200080032013
"US National","Season peak percentage","Bin","percent","10.6","10.7",0.000500200080032013
"US National","Season peak percentage","Bin","percent","10.7","10.8",0.000400160064025611
"US National","Season peak percentage","Bin","percent","10.8","10.9",0.000500200080032013
"US National","Season peak percentage","Bin","percent","10.9","11",0.000600240096038416
"US National","Season peak percentage","Bin","percent","11","11.1",0.000500200080032013
"US National","Season peak percentage","Bin","percent","11.1","11.2",0.000500200080032013
"US National","Season peak percentage","Bin","percent","11.2","11.3",0.000300120048019208
"US National","Season peak percentage","Bin","percent","11.3","11.4",0.000600240096038416
"US National","Season peak percentage","Bin","percent","11.4","11.5",0.000400160064025611
"US National","Season peak percentage","Bin","percent","11.5","11.6",0.000300120048019208
"US National","Season peak percentage","Bin","percent","11.6","11.7",0.000900360144057624
"US National","Season peak percentage","Bin","percent","11.7","11.8",0.000500200080032013
"US National","Season peak percentage","Bin","percent","11.8","11.9",0.000300120048019208
"US National","Season peak percentage","Bin","percent","11.9","12",0.000400160064025611
"US National","Season peak percentage","Bin","percent","12","12.1",0.000200080032012805
"US National","Season peak percentage","Bin","percent","12.1","12.2",0.000500200080032013
"US National","Season peak percentage","Bin","percent","12.2","12.3",0.000500200080032013
"US National","Season peak percentage","Bin","percent","12.3","12.4",0.000100040016006403
"US National","Season peak percentage","Bin","percent","12.4","12.5",0.000500200080032013
"US National","Season peak percentage","Bin","percent","12.5","12.6",0.000100040016006403
"US National","Season peak percentage","Bin","percent","12.6","12.7",0
"US National","Season peak percentage","Bin","percent","12.7","12.8",0.000200080032012805
"US National","Season peak percentage","Bin","percent","12.8","12.9",0.000400160064025611
"US National","Season peak percentage","Bin","percent","12.9","13",0.000200080032012805
"US National","Season peak percentage","Bin","percent","13","100",0.0132052821128451
"US National","1 wk ahead","Point","percent",NA,NA,3.83741672171751
"US National","1 wk ahead","Bin","percent","0","0.1",0
"US National","1 wk ahead","Bin","percent","0.1","0.2",0
"US National","1 wk ahead","Bin","percent","0.2","0.3",0
"US National","1 wk ahead","Bin","percent","0.3","0.4",0
"US National","1 wk ahead","Bin","percent","0.4","0.5",0
"US National","1 wk ahead","Bin","percent","0.5","0.6",0
"US National","1 wk ahead","Bin","percent","0.6","0.7",0
"US National","1 wk ahead","Bin","percent","0.7","0.8",0
"US National","1 wk ahead","Bin","percent","0.8","0.9",0
"US National","1 wk ahead","Bin","percent","0.9","1",0
"US National","1 wk ahead","Bin","percent","1","1.1",0
"US National","1 wk ahead","Bin","percent","1.1","1.2",0
"US National","1 wk ahead","Bin","percent","1.2","1.3",0
"US National","1 wk ahead","Bin","percent","1.3","1.4",0
"US National","1 wk ahead","Bin","percent","1.4","1.5",0
"US National","1 wk ahead","Bin","percent","1.5","1.6",0
"US National","1 wk ahead","Bin","percent","1.6","1.7",0
"US National","1 wk ahead","Bin","percent","1.7","1.8",0
"US National","1 wk ahead","Bin","percent","1.8","1.9",0
"US National","1 wk ahead","Bin","percent","1.9","2",0
"US National","1 wk ahead","Bin","percent","2","2.1",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","2.1","2.2",3e-04
"US National","1 wk ahead","Bin","percent","2.2","2.3",3e-04
"US National","1 wk ahead","Bin","percent","2.3","2.4",0.0014
"US National","1 wk ahead","Bin","percent","2.4","2.5",0.003
"US National","1 wk ahead","Bin","percent","2.5","2.6",0.0061
"US National","1 wk ahead","Bin","percent","2.6","2.7",0.0091
"US National","1 wk ahead","Bin","percent","2.7","2.8",0.0122
"US National","1 wk ahead","Bin","percent","2.8","2.9",0.0195
"US National","1 wk ahead","Bin","percent","2.9","3",0.0258
"US National","1 wk ahead","Bin","percent","3","3.1",0.0283
"US National","1 wk ahead","Bin","percent","3.1","3.2",0.0389
"US National","1 wk ahead","Bin","percent","3.2","3.3",0.0454
"US National","1 wk ahead","Bin","percent","3.3","3.4",0.0477
"US National","1 wk ahead","Bin","percent","3.4","3.5",0.0578
"US National","1 wk ahead","Bin","percent","3.5","3.6",0.0559
"US National","1 wk ahead","Bin","percent","3.6","3.7",0.0532
"US National","1 wk ahead","Bin","percent","3.7","3.8",0.0514
"US National","1 wk ahead","Bin","percent","3.8","3.9",0.0496
"US National","1 wk ahead","Bin","percent","3.9","4",0.0454
"US National","1 wk ahead","Bin","percent","4","4.1",0.0482
"US National","1 wk ahead","Bin","percent","4.1","4.2",0.0475
"US National","1 wk ahead","Bin","percent","4.2","4.3",0.0415
"US National","1 wk ahead","Bin","percent","4.3","4.4",0.0404
"US National","1 wk ahead","Bin","percent","4.4","4.5",0.0345
"US National","1 wk ahead","Bin","percent","4.5","4.6",0.0304
"US National","1 wk ahead","Bin","percent","4.6","4.7",0.0278
"US National","1 wk ahead","Bin","percent","4.7","4.8",0.0237
"US National","1 wk ahead","Bin","percent","4.8","4.9",0.0189
"US National","1 wk ahead","Bin","percent","4.9","5",0.0195
"US National","1 wk ahead","Bin","percent","5","5.1",0.0157
"US National","1 wk ahead","Bin","percent","5.1","5.2",0.0131
"US National","1 wk ahead","Bin","percent","5.2","5.3",0.0103
"US National","1 wk ahead","Bin","percent","5.3","5.4",0.0117
"US National","1 wk ahead","Bin","percent","5.4","5.5",0.0094
"US National","1 wk ahead","Bin","percent","5.5","5.6",0.0079
"US National","1 wk ahead","Bin","percent","5.6","5.7",0.0074
"US National","1 wk ahead","Bin","percent","5.7","5.8",0.0057
"US National","1 wk ahead","Bin","percent","5.8","5.9",0.0049
"US National","1 wk ahead","Bin","percent","5.9","6",0.004
"US National","1 wk ahead","Bin","percent","6","6.1",0.0029
"US National","1 wk ahead","Bin","percent","6.1","6.2",0.0034
"US National","1 wk ahead","Bin","percent","6.2","6.3",0.0025
"US National","1 wk ahead","Bin","percent","6.3","6.4",0.0022
"US National","1 wk ahead","Bin","percent","6.4","6.5",0.0019
"US National","1 wk ahead","Bin","percent","6.5","6.6",0.0011
"US National","1 wk ahead","Bin","percent","6.6","6.7",0.000900000000000001
"US National","1 wk ahead","Bin","percent","6.7","6.8",0.0013
"US National","1 wk ahead","Bin","percent","6.8","6.9",0.0018
"US National","1 wk ahead","Bin","percent","6.9","7",0.0012
"US National","1 wk ahead","Bin","percent","7","7.1",0.001
"US National","1 wk ahead","Bin","percent","7.1","7.2",6e-04
"US National","1 wk ahead","Bin","percent","7.2","7.3",8e-04
"US National","1 wk ahead","Bin","percent","7.3","7.4",3e-04
"US National","1 wk ahead","Bin","percent","7.4","7.5",5e-04
"US National","1 wk ahead","Bin","percent","7.5","7.6",5e-04
"US National","1 wk ahead","Bin","percent","7.6","7.7",3e-04
"US National","1 wk ahead","Bin","percent","7.7","7.8",2e-04
"US National","1 wk ahead","Bin","percent","7.8","7.9",5e-04
"US National","1 wk ahead","Bin","percent","7.9","8",2e-04
"US National","1 wk ahead","Bin","percent","8","8.1",4e-04
"US National","1 wk ahead","Bin","percent","8.1","8.2",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","8.2","8.3",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","8.3","8.4",2e-04
"US National","1 wk ahead","Bin","percent","8.4","8.5",2e-04
"US National","1 wk ahead","Bin","percent","8.5","8.6",2e-04
"US National","1 wk ahead","Bin","percent","8.6","8.7",2e-04
"US National","1 wk ahead","Bin","percent","8.7","8.8",0
"US National","1 wk ahead","Bin","percent","8.8","8.9",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","8.9","9",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","9","9.1",0
"US National","1 wk ahead","Bin","percent","9.1","9.2",0
"US National","1 wk ahead","Bin","percent","9.2","9.3",0
"US National","1 wk ahead","Bin","percent","9.3","9.4",0
"US National","1 wk ahead","Bin","percent","9.4","9.5",9.99999999999999e-05
"US National","1 wk ahead","Bin","percent","9.5","9.6",0
